Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2020-01-07 17:45:44,91400,-0.31633654,0.595464,-0.6877939,0.26887447,0.0
2020-01-07 17:45:44,91500,-0.34439713,0.6608987,-0.63573027,0.20112336,0.0
2020-01-07 17:45:44,91600,-0.34279174,0.69856536,-0.6146378,0.12930883,0.0
2020-01-07 17:45:44,91700,-0.3407282,0.71194273,-0.604174,0.109615676,0.0
2020-01-07 17:45:44,91800,-0.31110284,0.6847208,-0.6416718,0.15043187,0.0
2020-01-07 17:45:44,91900,-0.22613218,0.60772806,-0.7215021,0.24282831,0.0
2020-01-07 17:45:44,92000,-0.16591,0.5595267,-0.75011766,0.31101018,0.0
2020-01-07 17:45:45,92101,-0.23923986,0.5024746,-0.7331345,0.39089307,0.0
2020-01-07 17:45:45,92200,-0.3177507,0.5265069,-0.6989248,0.36514255,0.0
2020-01-07 17:45:45,92300,-0.3102337,0.4958279,-0.7111855,0.39003196,0.0
2020-01-07 17:45:45,92400,-0.30667427,0.52857727,-0.7046737,0.36054403,0.0
2020-01-07 17:45:45,92500,-0.32250944,0.6287814,-0.66046953,0.25377506,0.0
2020-01-07 17:45:45,92600,-0.34569106,0.6818035,-0.62174314,0.17052025,0.0
2020-01-07 17:45:45,92700,-0.348281,0.711328,-0.5989615,0.1181439,0.0
2020-01-07 17:45:45,92800,-0.33709094,0.7072155,-0.6093022,0.12233931,0.0
2020-01-07 17:45:45,92901,-0.26922584,0.6450287,-0.68941313,0.19017091,0.0
2020-01-07 17:45:45,93000,-0.16561048,0.5809748,-0.75488955,0.25531015,0.0
2020-01-07 17:45:46,93100,-0.17646098,0.53785527,-0.753074,0.33533984,0.0
2020-01-07 17:45:46,93200,-0.25580376,0.49090818,-0.740655,0.38079384,0.0
2020-01-07 17:45:46,93300,-0.28990772,0.48427325,-0.7371007,0.371639,0.0
2020-01-07 17:45:46,93400,-0.27414382,0.50322294,-0.72391444,0.38413498,0.0
2020-01-07 17:45:46,93500,-0.30986217,0.58043414,-0.6968471,0.28545716,0.0
2020-01-07 17:45:46,93601,-0.34146136,0.6446414,-0.6462262,0.22412802,0.0
2020-01-07 17:45:46,93700,-0.34579659,0.6864764,-0.6218945,0.14974058,0.0
2020-01-07 17:45:46,93800,-0.34719983,0.7040898,-0.6069393,0.12383318,0.0
2020-01-07 17:45:46,93900,-0.31181285,0.67719513,-0.6477659,0.15677671,0.0
2020-01-07 17:45:46,94000,-0.22787495,0.60534644,-0.7222993,0.24477023,0.0
2020-01-07 17:45:47,94100,-0.1690482,0.55931145,-0.7469323,0.3173098,0.0
2020-01-07 17:45:47,94200,-0.23952515,0.5043556,-0.7303567,0.39348724,0.0
2020-01-07 17:45:47,94300,-0.3147024,0.5142996,-0.70104307,0.38078487,0.0
2020-01-07 17:45:47,94401,-0.31428412,0.48090023,-0.71075296,0.40594432,0.0
2020-01-07 17:45:47,94500,-0.29939777,0.5103886,-0.7055092,0.39002725,0.0
2020-01-07 17:45:47,94600,-0.32622615,0.61126417,-0.6654,0.27780476,0.0
2020-01-07 17:45:47,94700,-0.33907622,0.67815435,-0.6270969,0.17855978,0.0
2020-01-07 17:45:47,94800,-0.3288354,0.7159778,-0.60382366,0.12099674,0.0
2020-01-07 17:45:47,94900,-0.32087633,0.719378,-0.60780656,0.100523226,0.0
2020-01-07 17:45:47,95000,-0.27528659,0.6765705,-0.6694087,0.13550547,0.0
2020-01-07 17:45:48,95100,-0.2001985,0.58680093,-0.7535424,0.21853825,0.0
2020-01-07 17:45:48,95200,-0.18148033,0.54029465,-0.7621931,0.30693367,0.0
2020-01-07 17:45:48,95300,-0.25720158,0.49343985,-0.7470744,0.36365414,0.0
2020-01-07 17:45:48,95400,-0.3093597,0.51484305,-0.7203572,0.3468699,0.0
2020-01-07 17:45:48,95500,-0.2944721,0.4865302,-0.7236003,0.39112285,0.0
2020-01-07 17:45:48,95600,-0.32254156,0.52801824,-0.7108126,0.33452836,0.0
2020-01-07 17:45:48,95700,-0.337989,0.6226875,-0.6588082,0.25297335,0.0
2020-01-07 17:45:48,95801,-0.34208727,0.68265676,-0.62695765,0.15453215,0.0
2020-01-07 17:45:48,95900,-0.33838913,0.71090597,-0.6071658,0.10702895,0.0
2020-01-07 17:45:48,96000,-0.3272727,0.7033624,-0.6209477,0.112240635,0.0
2020-01-07 17:45:49,96100,-0.2623324,0.63423926,-0.70197636,0.19013566,0.0
2020-01-07 17:45:49,96200,-0.16986921,0.5783331,-0.7527434,0.26467493,0.0
2020-01-07 17:45:49,96300,-0.19319414,0.5294903,-0.7469133,0.35275584,0.0
2020-01-07 17:45:49,96400,-0.27967626,0.5052145,-0.72072035,0.38353845,0.0
2020-01-07 17:45:49,96501,-0.3233328,0.5114516,-0.71152496,0.35721913,0.0
2020-01-07 17:45:49,96600,-0.29739454,0.51837915,-0.70527464,0.38134938,0.0
2020-01-07 17:45:49,96700,-0.32683307,0.5810877,-0.68899405,0.2842612,0.0
2020-01-07 17:45:49,96800,-0.34575415,0.6494715,-0.64147884,0.21713075,0.0
2020-01-07 17:45:49,96900,-0.34165272,0.69740695,-0.6161592,0.13132007,0.0
2020-01-07 17:45:49,97000,-0.33405018,0.7159975,-0.60425335,0.10313109,0.0
2020-01-07 17:45:50,97100,-0.31257427,0.69715136,-0.63243484,0.12768492,0.0
2020-01-07 17:45:50,97200,-0.24147883,0.61825395,-0.714653,0.22072883,0.0
2020-01-07 17:45:50,97301,-0.16809954,0.5658553,-0.75343686,0.28962585,0.0
2020-01-07 17:45:50,97400,-0.22446433,0.5092702,-0.7416287,0.37449512,0.0
2020-01-07 17:45:50,97500,-0.3080055,0.50853705,-0.7087452,0.37974077,0.0
2020-01-07 17:45:50,97600,-0.32003492,0.4846032,-0.7135212,0.3919501,0.0
2020-01-07 17:45:50,97700,-0.2996752,0.50769913,-0.7162242,0.37344253,0.0
2020-01-07 17:45:50,97800,-0.32093164,0.6163407,-0.67181474,0.2564995,0.0
2020-01-07 17:45:50,97900,-0.33713013,0.67647916,-0.633279,0.16636407,0.0
2020-01-07 17:45:50,98000,-0.32219797,0.71320635,-0.61178076,0.11510649,0.0
2020-01-07 17:45:51,98101,-0.32360384,0.71687394,-0.60849196,0.105403796,0.0
2020-01-07 17:45:51,98200,-0.2852729,0.67979634,-0.6599088,0.14497142,0.0
2020-01-07 17:45:51,98300,-0.19529547,0.6003501,-0.740905,0.22912729,0.0
2020-01-07 17:45:51,98400,-0.15799196,0.5529434,-0.75688463,0.31051219,0.0
2020-01-07 17:45:51,98500,-0.23997423,0.5009556,-0.7405658,0.3781774,0.0
2020-01-07 17:45:51,98600,-0.31164646,0.5197972,-0.7110831,0.3564381,0.0
2020-01-07 17:45:51,98700,-0.29942384,0.4883192,-0.7197413,0.39225286,0.0
2020-01-07 17:45:51,98801,-0.3061887,0.5263809,-0.7138091,0.34590214,0.0
2020-01-07 17:45:51,98900,-0.31576958,0.62953854,-0.6648749,0.24882147,0.0
2020-01-07 17:45:51,99000,-0.3303625,0.6851612,-0.6284257,0.1627759,0.0
2020-01-07 17:45:52,99100,-0.33100048,0.7166389,-0.6033619,0.11323349,0.0
2020-01-07 17:45:52,99200,-0.3221924,0.7118405,-0.61328405,0.11557672,0.0
2020-01-07 17:45:52,99300,-0.28071988,0.64969593,-0.68241,0.18277912,0.0
2020-01-07 17:45:52,99400,-0.17964932,0.5738044,-0.7557968,0.25931805,0.0
2020-01-07 17:45:52,99500,-0.17873827,0.5299908,-0.754134,0.34415752,0.0
2020-01-07 17:45:52,99601,-0.2711761,0.4986179,-0.73152375,0.37777886,0.0
2020-01-07 17:45:52,99700,-0.3238187,0.51703155,-0.7136658,0.34423983,0.0
2020-01-07 17:45:52,99800,-0.30423555,0.5268765,-0.69306904,0.38664877,0.0
2020-01-07 17:45:52,99900,-0.33177447,0.5776935,-0.6841401,0.29689783,0.0
2020-01-07 17:45:52,100000,-0.336747,0.6577729,-0.63980013,0.21116833,0.0
2020-01-07 17:45:53,100100,-0.32499814,0.7040245,-0.618774,0.12587482,0.0
2020-01-07 17:45:53,100200,-0.31628972,0.7300173,-0.5984818,0.094102345,0.0
2020-01-07 17:45:53,100300,-0.29950887,0.71842873,-0.6192231,0.10352485,0.0
2020-01-07 17:45:53,100401,-0.22916175,0.6417102,-0.7090996,0.18130255,0.0
2020-01-07 17:45:53,100500,-0.15305491,0.5713672,-0.7660517,0.25155243,0.0
2020-01-07 17:45:53,100600,-0.18134885,0.5196428,-0.75916934,0.34748527,0.0
2020-01-07 17:45:53,100700,-0.26205993,0.5106061,-0.722246,0.3859622,0.0
2020-01-07 17:45:53,100800,-0.30354077,0.4996241,-0.72124106,0.37155092,0.0
2020-01-07 17:45:53,100900,-0.26628292,0.5265405,-0.70719635,0.389515,0.0
2020-01-07 17:45:53,101000,-0.3080066,0.60505694,-0.68453956,0.2654121,0.0
2020-01-07 17:45:54,101100,-0.3316118,0.6686024,-0.63654184,0.19447097,0.0
2020-01-07 17:45:54,101201,-0.3279741,0.7045266,-0.6162371,0.12777744,0.0
2020-01-07 17:45:54,101300,-0.32825983,0.7186332,-0.6030283,0.110311806,0.0
2020-01-07 17:45:54,101400,-0.3003958,0.69652563,-0.6392082,0.12659906,0.0
2020-01-07 17:45:54,101500,-0.21737528,0.62031126,-0.7253833,0.20440435,0.0
