Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2019-12-03 11:06:49,0,0.10011092,-0.17966487,-0.9726706,0.10775128,0.0
2019-12-03 11:06:49,100,0.09877705,-0.1800432,-0.97268,0.108265094,0.0
2019-12-03 11:06:49,200,0.09603413,-0.18088482,-0.97308725,0.10563742,0.0
2019-12-03 11:06:49,300,0.09118032,-0.17668974,-0.97415555,0.10718178,0.0
2019-12-03 11:06:49,401,0.12024707,-0.17950647,-0.9651561,0.14762096,0.0
2019-12-03 11:06:49,500,0.08989399,-0.19161366,-0.96525234,0.15326838,0.0
2019-12-03 11:06:50,600,0.093716085,-0.1963528,-0.9648383,0.14747874,0.0
2019-12-03 11:06:50,700,0.1630537,-0.19636878,-0.955506,0.14785461,0.0
2019-12-03 11:06:50,800,0.16185234,-0.1608241,-0.9612021,0.15501666,0.0
2019-12-03 11:06:50,900,0.15572493,-0.13916194,-0.96009785,0.18599994,0.0
2019-12-03 11:06:50,1000,0.15504,-0.13765639,-0.95650315,0.20521957,0.0
2019-12-03 11:06:50,1100,0.13613944,-0.14748614,-0.9561085,0.21347256,0.0
2019-12-03 11:06:50,1201,0.13014077,-0.16407874,-0.94601065,0.24739753,0.0
2019-12-03 11:06:50,1300,0.12625681,-0.17671607,-0.94120514,0.2587732,0.0
2019-12-03 11:06:50,1400,0.12797996,-0.19139262,-0.93789566,0.2595028,0.0
2019-12-03 11:06:50,1500,0.13104083,-0.1723309,-0.9418651,0.25694495,0.0
2019-12-03 11:06:51,1600,0.120522425,-0.1789733,-0.94200134,0.25705335,0.0
2019-12-03 11:06:51,1700,0.09945486,-0.18701236,-0.9425852,0.25820237,0.0
2019-12-03 11:06:51,1800,0.092604175,-0.18374574,-0.9410426,0.2685159,0.0
2019-12-03 11:06:51,1900,0.08842911,-0.18832196,-0.93770987,0.27823618,0.0
2019-12-03 11:06:51,2000,0.08355306,-0.18398298,-0.93398094,0.29470113,0.0
2019-12-03 11:06:51,2101,0.0903405,-0.17651752,-0.9292576,0.3117059,0.0
