Timestamp,Milliseconds,X,Y,Z,cos,headingAccuracy
2019-12-09 14:27:01,1,0.31954545,-0.050753336,-0.061472163,0.94421184,0.0
2019-12-09 14:27:01,101,0.31733972,-0.051881135,-0.061413426,0.9448981,0.0
2019-12-09 14:27:01,201,0.3145531,-0.053238895,-0.06053712,0.9458104,0.0
2019-12-09 14:27:01,301,0.30249646,-0.056769818,-0.04530551,0.9503792,0.0
2019-12-09 14:27:01,401,0.27639142,-0.06032852,-0.008552155,0.95911163,0.0
2019-12-09 14:27:01,501,0.25453883,-0.071423955,0.05088901,0.96307784,0.0
2019-12-09 14:27:02,602,0.24260947,-0.04006623,0.091196634,0.9649967,0.0
2019-12-09 14:27:02,701,0.2692409,-0.018234288,0.11292383,0.95625585,0.0
2019-12-09 14:27:02,801,0.32720345,-0.066767626,0.09742175,0.9375442,0.0
2019-12-09 14:27:02,901,0.29793787,-0.12900552,0.09698097,0.940843,0.0
2019-12-09 14:27:02,1001,0.25424355,-0.16764928,0.047536533,0.9513118,0.0
2019-12-09 14:27:02,1101,0.18233687,-0.15415078,6.0679246E-4,0.971077,0.0
2019-12-09 14:27:02,1201,0.10724638,-0.13132878,-0.018962936,0.9853383,0.0
2019-12-09 14:27:02,1302,0.08141362,-0.12014572,-0.032842387,0.9888672,0.0
2019-12-09 14:27:02,1401,0.056919996,-0.13360699,-0.042527672,0.98848414,0.0
2019-12-09 14:27:02,1501,0.028868465,-0.13863923,-0.034734715,0.9893126,0.0
2019-12-09 14:27:02,1601,-0.0154424915,-0.1213527,-0.03360566,0.99192023,0.0
2019-12-09 14:27:03,1701,-0.044579003,-0.085958794,-0.04357006,0.9943468,0.0
2019-12-09 14:27:03,1801,-0.046303757,-0.08149488,-0.03602067,0.99494576,0.0
2019-12-09 14:27:03,1901,-0.0057148556,-0.044441205,-0.061136324,0.9971233,0.0
2019-12-09 14:27:03,2002,5.2129006E-4,-0.014523832,-0.08320145,0.9964268,0.0
2019-12-09 14:27:03,2101,0.0012234991,-0.017971905,-0.08300545,0.99638635,0.0
2019-12-09 14:27:03,2201,-7.1976875E-4,-0.013048863,-0.082221664,0.99652845,0.0
2019-12-09 14:27:03,2301,-0.0015816792,-0.012728277,-0.08239723,0.99651706,0.0
2019-12-09 14:27:03,2401,-0.002186561,-0.012415645,-0.0824136,0.9965185,0.0
2019-12-09 14:27:03,2501,-0.00277213,-0.012113708,-0.08248544,0.9965148,0.0
2019-12-09 14:27:03,2601,-0.0032217104,-0.011800795,-0.082603134,0.9965075,0.0
2019-12-09 14:27:04,2702,-0.0035774265,-0.011648783,-0.0825985,0.9965084,0.0
2019-12-09 14:27:04,2801,-0.003864185,-0.011522412,-0.08259476,0.99650913,0.0
2019-12-09 14:27:04,2901,-0.0040974384,-0.011401733,-0.08259166,0.99650985,0.0
2019-12-09 14:27:04,3001,-0.0043043518,-0.011253141,-0.08258878,0.99651086,0.0
2019-12-09 14:27:04,3101,-0.00452896,-0.011178593,-0.082691684,0.9965022,0.0
2019-12-09 14:27:04,3201,-0.0047210404,-0.011183826,-0.08285529,0.9964877,0.0
2019-12-09 14:27:04,3302,-0.0037238467,-0.011027443,-0.07891115,0.9968137,0.0
2019-12-09 14:27:04,3401,-0.004081759,-0.013180133,-0.0756047,0.9970424,0.0
2019-12-09 14:27:04,3501,-0.0049117636,-0.011226551,-0.07588305,0.9970414,0.0
2019-12-09 14:27:04,3601,-0.0050157392,-0.011297321,-0.076015994,0.9970301,0.0
2019-12-09 14:27:05,3701,-0.0050527602,-0.011676677,-0.076115444,0.9970179,0.0
2019-12-09 14:27:05,3801,-0.0053724404,-0.011042838,-0.07629427,0.9970098,0.0
2019-12-09 14:27:05,3901,-0.005891475,-0.010648864,-0.0757273,0.99705434,0.0
2019-12-09 14:27:05,4002,-0.02027707,-0.0047642817,-0.060122784,0.99797374,0.0
2019-12-09 14:27:05,4101,-0.03252115,-0.0140246395,-0.06378355,0.99733514,0.0
2019-12-09 14:27:05,4201,-2.6694508E-4,-0.13802011,-0.00820232,0.9903954,0.0
2019-12-09 14:27:05,4301,0.046070736,-0.15120943,-0.03280988,0.9868823,0.0
2019-12-09 14:27:05,4401,0.09917905,-0.086539835,-0.06369523,0.9892509,0.0
2019-12-09 14:27:05,4501,0.19312465,0.080191076,-0.09139089,0.9736119,0.0
2019-12-09 14:27:05,4601,0.2191115,0.37249526,-0.07176989,0.8989363,0.0
2019-12-09 14:27:06,4702,0.19001308,0.54436374,-0.035337325,0.81628084,0.0
2019-12-09 14:27:06,4801,0.18780197,0.6137856,-0.06394595,0.7641391,0.0
2019-12-09 14:27:06,4901,0.17111857,0.6716958,-0.13223244,0.70856035,0.0
2019-12-09 14:27:06,5001,0.15655503,0.72726583,-0.19658773,0.6386926,0.0
2019-12-09 14:27:06,5101,0.186264,0.73386586,-0.20660713,0.61972594,0.0
2019-12-09 14:27:06,5201,0.19098602,0.6656763,-0.1938402,0.69485646,0.0
2019-12-09 14:27:06,5302,0.21224354,0.35123837,-0.1890335,0.8921047,0.0
2019-12-09 14:27:06,5401,0.26495892,0.16564366,-0.16103277,0.9361771,0.0
2019-12-09 14:27:06,5501,0.22515614,0.08872755,-0.1275461,0.9618545,0.0
2019-12-09 14:27:06,5601,0.18722235,0.11594852,-0.090487994,0.9712444,0.0
2019-12-09 14:27:07,5701,0.20376763,0.022314562,-0.0967954,0.9739669,0.0
2019-12-09 14:27:07,5801,0.21812956,0.0031193157,-0.13151008,0.9670134,0.0
2019-12-09 14:27:07,5901,0.21113634,0.0490991,-0.15041113,0.9645659,0.0
2019-12-09 14:27:07,6001,0.15444171,0.015563404,-0.22114287,0.96280915,0.0
2019-12-09 14:27:07,6102,0.039147824,-0.29818252,-0.082569905,0.95012474,0.0
2019-12-09 14:27:07,6201,0.13391906,-0.23309194,0.27885726,0.9219396,0.0
2019-12-09 14:27:07,6301,0.16563144,-0.37115332,0.678511,0.61191034,0.0
2019-12-09 14:27:07,6401,0.32629523,-0.35509804,0.80281097,0.35061568,0.0
2019-12-09 14:27:07,6501,0.5154321,-0.35479063,0.7150915,0.3116048,0.0
2019-12-09 14:27:07,6601,0.73326826,-0.31244072,0.5672784,0.2071079,0.0
2019-12-09 14:27:08,6701,0.75342,-0.32267794,0.5417321,0.18645036,0.0
