Timestamp,Milliseconds,Latitude,Longitude,Altitude
2020-01-07 17:50:37,0,47.6842115,9.193514,0.0
2020-01-07 17:50:38,101,47.6842115,9.193514,0.0
2020-01-07 17:50:38,200,47.6842115,9.193514,0.0
2020-01-07 17:50:38,300,47.6842115,9.193514,0.0
2020-01-07 17:50:38,400,47.6842115,9.193514,0.0
2020-01-07 17:50:38,500,47.6842115,9.193514,0.0
2020-01-07 17:50:38,600,47.6842115,9.193514,0.0
2020-01-07 17:50:38,700,47.6842115,9.193514,0.0
2020-01-07 17:50:38,800,47.6842115,9.193514,0.0
2020-01-07 17:50:38,900,47.6842115,9.193514,0.0
2020-01-07 17:50:38,1001,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1100,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1200,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1300,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1400,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1500,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1600,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1700,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1800,47.6842115,9.193514,0.0
2020-01-07 17:50:39,1900,47.6842115,9.193514,0.0
2020-01-07 17:50:39,2001,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2100,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2200,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2300,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2400,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2500,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2600,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2700,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2801,47.6842115,9.193514,0.0
2020-01-07 17:50:40,2900,47.6842115,9.193514,0.0
2020-01-07 17:50:40,3000,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3100,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3200,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3300,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3400,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3500,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3601,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3700,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3800,47.6842115,9.193514,0.0
2020-01-07 17:50:41,3900,47.6842115,9.193514,0.0
2020-01-07 17:50:41,4000,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4100,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4200,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4300,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4401,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4500,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4600,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4700,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4800,47.6842115,9.193514,0.0
2020-01-07 17:50:42,4900,47.6842115,9.193514,0.0
2020-01-07 17:50:42,5000,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5101,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5200,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5300,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5400,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5500,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5600,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5700,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5801,47.6842115,9.193514,0.0
2020-01-07 17:50:43,5900,47.6842115,9.193514,0.0
2020-01-07 17:50:43,6000,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6100,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6200,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6300,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6401,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6500,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6600,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6700,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6800,47.6842115,9.193514,0.0
2020-01-07 17:50:44,6900,47.6842115,9.193514,0.0
2020-01-07 17:50:44,7000,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7100,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7200,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7300,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7400,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7500,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7601,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7700,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7800,47.6842115,9.193514,0.0
2020-01-07 17:50:45,7900,47.6842115,9.193514,0.0
2020-01-07 17:50:45,8000,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8100,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8200,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8300,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8401,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8500,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8600,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8700,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8800,47.6842115,9.193514,0.0
2020-01-07 17:50:46,8900,47.6842115,9.193514,0.0
2020-01-07 17:50:46,9001,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9100,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9200,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9300,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9400,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9500,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9600,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9701,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9800,47.6842115,9.193514,0.0
2020-01-07 17:50:47,9900,47.6842115,9.193514,0.0
2020-01-07 17:50:47,10000,47.6842115,9.193514,0.0
2020-01-07 17:50:48,10100,47.6842115,9.193514,0.0
2020-01-07 17:50:48,10200,47.6842115,9.193514,0.0
2020-01-07 17:50:48,10301,47.6842115,9.193514,0.0
2020-01-07 17:50:48,10400,47.6842115,9.193514,0.0
